Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material,Catalog Diameter Label,Catalog Page,Catalog Style Description,Diameter Decimal,Shank Decimal,LOC Decimal,OAL Decimal,Manufacturer Key,Tool Type Key,Series Key,Part Number Key,Material Focus Key
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182459,,0.2323,0.2362,0.6969,2.3622,2,WXL,Multi-Purpose,6690.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2323,0.2362,0.6969,2.3622,OSG,END MILL,WXL3DDE,3182459,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182460,,0.2362,0.2362,0.7087,2.3622,2,WXL,Multi-Purpose,3290.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2362,0.2362,0.7087,2.3622,OSG,END MILL,WXL3DDE,3182460,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182465,,0.2559,0.315,0.7677,2.5591,2,WXL,Multi-Purpose,9890.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2559,0.315,0.7677,2.5591,OSG,END MILL,WXL3DDE,3182465,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182470,,0.2756,0.315,0.8268,2.5591,2,WXL,Multi-Purpose,9280.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2756,0.315,0.8268,2.5591,OSG,END MILL,WXL3DDE,3182470,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182475,,0.2953,0.315,0.8858,2.7559,2,WXL,Multi-Purpose,11100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2953,0.315,0.8858,2.7559,OSG,END MILL,WXL3DDE,3182475,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182480,,0.315,0.315,0.9449,2.7559,2,WXL,Multi-Purpose,6740.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.9449,2.7559,OSG,END MILL,WXL3DDE,3182480,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182485,,0.3346,0.3937,1.0039,2.7559,2,WXL,Multi-Purpose,13300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.3346,0.3937,1.0039,2.7559,OSG,END MILL,WXL3DDE,3182485,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182490,,0.3543,0.3937,1.063,2.9528,2,WXL,Multi-Purpose,13300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.3543,0.3937,1.063,2.9528,OSG,END MILL,WXL3DDE,3182490,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182495,,0.374,0.3937,1.122,2.9528,2,WXL,Multi-Purpose,13900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.374,0.3937,1.122,2.9528,OSG,END MILL,WXL3DDE,3182495,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182500,,0.3937,0.3937,1.1811,3.1496,2,WXL,Multi-Purpose,8080.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.3937,0.3937,1.1811,3.1496,OSG,END MILL,WXL3DDE,3182500,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182510,,0.4331,0.4724,1.2992,3.1496,2,WXL,Multi-Purpose,18200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.4331,0.4724,1.2992,3.1496,OSG,END MILL,WXL3DDE,3182510,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182520,,0.4724,0.4724,1.4173,3.5433,2,WXL,Multi-Purpose,12000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.4724,0.4724,1.4173,3.5433,OSG,END MILL,WXL3DDE,3182520,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182560,,0.6299,0.6299,1.8898,4.3307,2,WXL,Multi-Purpose,35600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.6299,0.6299,1.8898,4.3307,OSG,END MILL,WXL3DDE,3182560,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182580,,0.7087,0.6299,2.126,5.1181,2,WXL,Multi-Purpose,56100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.7087,0.6299,2.126,5.1181,OSG,END MILL,WXL3DDE,3182580,MULTI-PURPOSE
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182600,,0.7874,0.7874,2.3622,5.1181,2,WXL,Multi-Purpose,60700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.7874,0.7874,2.3622,5.1181,OSG,END MILL,WXL3DDE,3182600,MULTI-PURPOSE
M.A. Ford,Countersink,3HC,,3HC012501,,0.125,,0.074,1.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.125,,0.074,1.5,M.A. FORD,COUNTERSINK,3HC,3HC012501,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC012503,,0.125,,0.043,1.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.125,,0.043,1.5,M.A. FORD,COUNTERSINK,3HC,3HC012503,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC018701,,0.1875,,0.119,2.0,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.1875,,0.119,2.0,M.A. FORD,COUNTERSINK,3HC,3HC018701,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC018703,,0.1875,,0.069,2.0,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.1875,,0.069,2.0,M.A. FORD,COUNTERSINK,3HC,3HC018703,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC025001,,0.25,,0.165,2.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.25,,0.165,2.5,M.A. FORD,COUNTERSINK,3HC,3HC025001,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC025003,,0.25,,0.095,2.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.25,,0.095,2.5,M.A. FORD,COUNTERSINK,3HC,3HC025003,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC037501,,0.375,,0.264,2.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.375,,0.264,2.5,M.A. FORD,COUNTERSINK,3HC,3HC037501,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC037503,,0.375,,0.153,2.5,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.375,,0.153,2.5,M.A. FORD,COUNTERSINK,3HC,3HC037503,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC050001,,0.5,,0.364,3.0,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.5,,0.364,3.0,M.A. FORD,COUNTERSINK,3HC,3HC050001,"6061 ALUMINUM, STEEL, STAINLESS"
M.A. Ford,Countersink,3HC,,3HC050003,,0.5,,0.21,3.0,3,Uncoated,"6061 Aluminum, Steel, Stainless",,RMFI_HARDRESET_STARTER_LIBRARY_v1.xlsx,2026-03-28 11:56:36,,,,,,,,,,,,,0.5,,0.21,3.0,M.A. FORD,COUNTERSINK,3HC,3HC050003,"6061 ALUMINUM, STEEL, STAINLESS"
IMCO,End Mill,M904,End Mill,63018,,0.375,0.375,0.875,2.5,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.375,0.375,0.875,2.5,IMCO,END MILL,M904,63018,YES
IMCO,End Mill,M904,End Mill,63022,,0.5,0.5,1.0,3.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M904,63022,YES
IMCO,End Mill,M904,End Mill,63024,,0.625,0.625,1.25,3.5,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.625,0.625,1.25,3.5,IMCO,END MILL,M904,63024,YES
IMCO,End Mill,M905,End Mill,63025,,0.625,0.625,1.25,3.5,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.625,0.625,1.25,3.5,IMCO,END MILL,M905,63025,YES
IMCO,End Mill,M904,End Mill,63026,,0.75,0.75,1.5,4.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.75,0.75,1.5,4.0,IMCO,END MILL,M904,63026,YES
IMCO,End Mill,M905,End Mill,63027,,0.375,0.375,0.875,2.5,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.375,0.375,0.875,2.5,IMCO,END MILL,M905,63027,YES
IMCO,End Mill,M905,End Mill,63028,,0.5,0.5,1.0,3.0,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M905,63028,YES
IMCO,End Mill,M904,End Mill,63036,,0.75,0.75,1.5,4.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.75,0.75,1.5,4.0,IMCO,END MILL,M904,63036,YES
IMCO,End Mill,M905,End Mill,63038,,0.75,0.75,1.5,4.0,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.75,0.75,1.5,4.0,IMCO,END MILL,M905,63038,YES
IMCO,End Mill,M904,End Mill,63045,,0.5,0.5,1.0,3.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M904,63045,YES
IMCO,End Mill,M904,End Mill,63071,,0.5,0.5,1.0,3.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M904,63071,YES
IMCO,End Mill,M905,End Mill,63072,,0.375,0.375,0.875,2.5,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.375,0.375,0.875,2.5,IMCO,END MILL,M905,63072,YES
IMCO,End Mill,M905,End Mill,63073,,0.5,0.5,1.0,3.0,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M905,63073,YES
IMCO,End Mill,M904,End Mill,63081,,0.75,0.75,1.5,4.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.75,0.75,1.5,4.0,IMCO,END MILL,M904,63081,YES
IMCO,End Mill,M905,End Mill,63100,,0.5,0.5,1.25,3.5,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.25,3.5,IMCO,END MILL,M905,63100,YES
IMCO,End Mill,M904,End Mill,63148,,0.375,0.375,0.875,2.5,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.375,0.375,0.875,2.5,IMCO,END MILL,M904,63148,YES
IMCO,End Mill,M904,End Mill,63152,,0.5,0.5,1.0,3.0,4,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M904,63152,YES
IMCO,End Mill,M905,End Mill,63153,,0.5,0.5,1.25,3.5,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.25,3.5,IMCO,END MILL,M905,63153,YES
IMCO,End Mill,M905,End Mill,63155,,0.5,0.5,1.0,3.0,5,AlTiNX,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.5,0.5,1.0,3.0,IMCO,END MILL,M905,63155,YES
M.A. Ford,End Mill,M905,End Mill,63295,,0.2362,0.2362,0.5118,2.2441,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2362,0.2362,0.5118,2.2441,M.A. FORD,END MILL,M905,63295,
M.A. Ford,End Mill,M905,End Mill,63296,,0.315,0.315,0.748,2.4803,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.748,2.4803,M.A. FORD,END MILL,M905,63296,
M.A. Ford,End Mill,M905,End Mill,63297,,0.3937,0.3937,0.8661,2.8346,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.3937,0.3937,0.8661,2.8346,M.A. FORD,END MILL,M905,63297,
M.A. Ford,End Mill,M905,End Mill,63298,,0.4724,0.4724,1.0236,3.2677,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.4724,0.4724,1.0236,3.2677,M.A. FORD,END MILL,M905,63298,
M.A. Ford,End Mill,M905,End Mill,63299,,0.6299,0.6299,1.2598,3.622,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.6299,0.6299,1.2598,3.622,M.A. FORD,END MILL,M905,63299,
M.A. Ford,End Mill,M905,End Mill,63300,,0.7874,0.7874,1.4961,4.0945,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.7874,0.7874,1.4961,4.0945,M.A. FORD,END MILL,M905,63300,
M.A. Ford,End Mill,M905,End Mill,63346,,0.2362,0.2362,0.5118,2.2441,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.2362,0.2362,0.5118,2.2441,M.A. FORD,END MILL,M905,63346,
M.A. Ford,End Mill,M905,End Mill,63347,,0.315,0.315,0.748,2.4803,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.748,2.4803,M.A. FORD,END MILL,M905,63347,
M.A. Ford,End Mill,M905,End Mill,63348,,0.3937,0.3937,0.8661,2.8346,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.3937,0.3937,0.8661,2.8346,M.A. FORD,END MILL,M905,63348,
M.A. Ford,End Mill,M905,End Mill,63349,,0.4724,0.4724,1.0236,3.2677,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.4724,0.4724,1.0236,3.2677,M.A. FORD,END MILL,M905,63349,
M.A. Ford,End Mill,M905,End Mill,63350,,0.6299,0.6299,1.2598,3.622,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.6299,0.6299,1.2598,3.622,M.A. FORD,END MILL,M905,63350,
M.A. Ford,End Mill,M905,End Mill,63351,,0.7874,0.7874,1.4961,4.0945,UNKNOWN,UNKNOWN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.7874,0.7874,1.4961,4.0945,M.A. FORD,END MILL,M905,63351,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74005,,0.005,0.125,0.015,1.5,2,Uncoated,,60.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.005,0.125,0.015,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74005,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74005-C3,,0.005,0.125,0.015,1.5,2,AlTiN,,70.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.005,0.125,0.015,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74005-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74006,,0.006,0.125,0.018,1.5,2,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.006,0.125,0.018,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74006,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74006-C3,,0.006,0.125,0.018,1.5,2,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.006,0.125,0.018,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74006-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74007,,0.007,0.125,0.021,1.5,2,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.007,0.125,0.021,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74007,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74007-C3,,0.007,0.125,0.021,1.5,2,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.007,0.125,0.021,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74007-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74008,,0.008,0.125,0.024,1.5,2,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.008,0.125,0.024,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74008,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74008-C3,,0.008,0.125,0.024,1.5,2,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.008,0.125,0.024,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74008-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74009,,0.009,0.125,0.027,1.5,2,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.009,0.125,0.027,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74009,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74010,,0.01,0.125,0.03,1.5,2,Uncoated,,49.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74010,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74010-C3,,0.01,0.125,0.03,1.5,2,AlTiN,,57.88,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74010-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74010-C4,,0.01,0.125,0.03,1.5,2,Amorphous Diamond,,72.77,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74010-C4,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74305,,0.005,0.125,0.015,1.5,4,Uncoated,,60.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.005,0.125,0.015,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74305,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74305-C3,,0.005,0.125,0.015,1.5,4,AlTiN,,70.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.005,0.125,0.015,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74305-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74305-C4,,0.005,0.125,0.015,1.5,4,Amorphous Diamond,,85.17,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.005,0.125,0.015,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74305-C4,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74306,,0.006,0.125,0.018,1.5,4,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.006,0.125,0.018,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74306,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74306-C3,,0.006,0.125,0.018,1.5,4,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.006,0.125,0.018,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74306-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74306-C4,,0.006,0.125,0.018,1.5,4,Amorphous Diamond,,83.17,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.006,0.125,0.018,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74306-C4,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74307,,0.007,0.125,0.021,1.5,4,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.007,0.125,0.021,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74307,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74307-C3,,0.007,0.125,0.021,1.5,4,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.007,0.125,0.021,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74307-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74307-C4,,0.007,0.125,0.021,1.5,4,Amorphous Diamond,,83.17,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.007,0.125,0.021,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74307-C4,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74308,,0.008,0.125,0.024,1.5,4,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.008,0.125,0.024,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74308,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74308-C3,,0.008,0.125,0.024,1.5,4,AlTiN,,68.28,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.008,0.125,0.024,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74308-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74308-C4,,0.008,0.125,0.024,1.5,4,Amorphous Diamond,,83.17,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.008,0.125,0.024,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74308-C4,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74309,,0.009,0.125,0.027,1.5,4,Uncoated,,58.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.009,0.125,0.027,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74309,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74310,,0.01,0.125,0.03,1.5,4,Uncoated,,49.9,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74310,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74310-C3,,0.01,0.125,0.03,1.5,4,AlTiN,,57.88,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74310-C3,
M.A. Ford,End Mill,Miniature Ball Stub Standard,,74310-C4,,0.01,0.125,0.03,1.5,4,Amorphous Diamond,,72.77,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.01,0.125,0.03,1.5,M.A. FORD,END MILL,MINIATUREBALLSTUBSTANDARD,74310-C4,
Helical Solutions,End Mill,H35ALV-C-3,H35ALV-C-3,81991,,0.25,0.25,0.5,2.5,3,Uncoated,Aluminum,41.7,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.25,0.25,0.5,2.5,HELICAL SOLUTIONS,END MILL,H35ALVC3,81991,ALUMINUM
Helical Solutions,End Mill,H35ALV-C-3,H35ALV-C-3,81992,,0.25,0.25,0.5,2.5,3,Zplus,Aluminum,51.3,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.25,0.25,0.5,2.5,HELICAL SOLUTIONS,END MILL,H35ALVC3,81992,ALUMINUM
