Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material
OSG,End Mill,AE-VMSS,AE-VMSS,8556424,,0.0945,0.1575,0.1417,1.5748,4,DUARISE,Multi-Purpose,4430.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556425,,0.0984,0.1575,0.1496,1.5748,4,DUARISE,Multi-Purpose,3210.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556426,,0.1024,0.1575,0.1535,1.5748,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556427,,0.1063,0.1575,0.1614,1.5748,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556428,,0.1102,0.1575,0.1654,1.5748,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556429,,0.1142,0.1575,0.1732,1.5748,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556430,,0.1181,0.2362,0.1772,1.7717,4,DUARISE,Multi-Purpose,3340.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556431,,0.122,0.2362,0.185,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556432,,0.126,0.2362,0.189,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556433,,0.1299,0.2362,0.1969,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556434,,0.1339,0.2362,0.2008,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556435,,0.1378,0.2362,0.2087,1.7717,4,DUARISE,Multi-Purpose,5000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556436,,0.1417,0.2362,0.2126,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556437,,0.1457,0.2362,0.2205,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556438,,0.1496,0.2362,0.2244,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556439,,0.1535,0.2362,0.2323,1.7717,4,DUARISE,Multi-Purpose,5770.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556440,,0.1575,0.2362,0.2362,1.7717,4,DUARISE,Multi-Purpose,3860.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556441,,0.1614,0.2362,0.2441,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556442,,0.1654,0.2362,0.248,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556443,,0.1693,0.2362,0.2559,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556444,,0.1732,0.2362,0.2598,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556445,,0.1772,0.2362,0.2677,1.7717,4,DUARISE,Multi-Purpose,5780.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556446,,0.1811,0.2362,0.2717,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556447,,0.185,0.2362,0.2795,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556448,,0.189,0.2362,0.2835,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556449,,0.1929,0.2362,0.2913,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556450,,0.1969,0.2362,0.2953,1.7717,4,DUARISE,Multi-Purpose,3860.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556451,,0.2008,0.2362,0.3031,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556452,,0.2047,0.2362,0.3071,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556453,,0.2087,0.2362,0.315,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556454,,0.2126,0.2362,0.3189,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556455,,0.2165,0.2362,0.3268,1.7717,4,DUARISE,Multi-Purpose,5780.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556456,,0.2205,0.2362,0.3307,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556457,,0.2244,0.2362,0.3386,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556458,,0.2283,0.2362,0.3425,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556459,,0.2323,0.2362,0.3504,1.7717,4,DUARISE,Multi-Purpose,6660.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556460,,0.2362,0.2362,0.3543,1.7717,4,DUARISE,Multi-Purpose,4490.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556465,,0.2559,0.315,0.3858,2.3622,4,DUARISE,Multi-Purpose,6740.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556470,,0.2756,0.315,0.4134,2.3622,4,DUARISE,Multi-Purpose,6740.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556475,,0.2953,0.315,0.4449,2.3622,4,DUARISE,Multi-Purpose,10200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556480,,0.315,0.315,0.4724,2.3622,4,DUARISE,Multi-Purpose,8290.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556485,,0.3346,0.3937,0.5039,2.7559,4,DUARISE,Multi-Purpose,12600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556490,,0.3543,0.3937,0.5315,2.7559,4,DUARISE,Multi-Purpose,11800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556495,,0.374,0.3937,0.563,2.7559,4,DUARISE,Multi-Purpose,17600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556500,,0.3937,0.3937,0.5906,2.7559,4,DUARISE,Multi-Purpose,11200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556505,,0.4134,0.4724,0.622,2.9528,4,DUARISE,Multi-Purpose,17800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556510,,0.4331,0.4724,0.6496,2.9528,4,DUARISE,Multi-Purpose,15500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556515,,0.4528,0.4724,0.6811,2.9528,4,DUARISE,Multi-Purpose,17800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,AE-VMSS,AE-VMSS,8556520,,0.4724,0.4724,0.7087,2.9528,4,DUARISE,Multi-Purpose,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660580,,0.2283,0.2362,1.1417,3.2283,3,WDI,Steel,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660600,,0.2362,0.2362,1.1811,3.2283,3,WDI,Steel,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660700,,0.2756,0.2756,1.378,3.4646,3,WDI,Steel,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660750,,0.2953,0.315,1.4961,3.7008,3,WDI,Steel,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660800,,0.315,0.315,1.5748,3.7008,3,WDI,Steel,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660810,,0.3189,0.3543,1.6142,3.9764,3,WDI,Steel,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660860,,0.3386,0.3543,1.6929,3.9764,3,WDI,Steel,27200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660950,,0.374,0.3937,1.8898,4.1732,3,WDI,Steel,28900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8660980,,0.3858,0.3937,1.9291,4.1732,3,WDI,Steel,29500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661400,,0.5512,0.5512,2.7559,5.2756,3,WDI,Steel,41100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661450,,0.5709,0.5906,2.874,5.5118,3,WDI,Steel,42800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661470,,0.5787,0.5906,2.9134,5.5118,3,WDI,Steel,43900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661510,,0.5945,0.6299,2.9921,5.7087,3,WDI,Steel,46000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661600,,0.6299,0.6299,3.1496,5.7087,3,WDI,Steel,46600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661800,,0.7087,0.7087,3.5433,6.1024,3,WDI,Steel,62600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-3D,TRS-HO-3D,8661850,,0.7283,0.748,3.6614,6.2992,3,WDI,Steel,71700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662520,,0.2047,0.2362,1.6535,3.937,3,WDI,Steel,31.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662570,,0.2244,0.2362,1.811,3.937,3,WDI,Steel,31.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662650,,0.2559,0.2756,2.0472,4.2913,3,WDI,Steel,44.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662870,,0.3425,0.3543,2.7559,5.0394,3,WDI,Steel,86.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662880,,0.3465,0.3543,2.7953,5.0394,3,WDI,Steel,31300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662920,,0.3622,0.3937,2.9134,5.3543,3,WDI,Steel,32700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8662980,,0.3858,0.3937,3.1102,5.3543,3,WDI,Steel,33100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8663320,,0.5197,0.5512,4.1732,6.9291,3,WDI,Steel,47100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,TRS-HO-5D,TRS-HO-5D,8663570,,0.6181,0.6299,4.9606,7.5984,3,WDI,Steel,57500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720300,,0.1181,0.1181,0.7087,2.5984,3,EgiAs,Multi-Purpose,14100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720330,,0.1299,0.1575,0.7874,2.9134,3,EgiAs,Multi-Purpose,15000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720350,,0.1378,0.1575,0.8268,2.9134,3,EgiAs,Multi-Purpose,15000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720366,,0.1441,0.1575,0.8661,2.9134,3,EgiAs,Multi-Purpose,15900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720400,,0.1575,0.1575,0.9449,2.9134,3,EgiAs,Multi-Purpose,15900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720420,,0.1654,0.2362,1.0236,3.1496,3,EgiAs,Multi-Purpose,17100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720450,,0.1772,0.2362,1.063,3.1496,3,EgiAs,Multi-Purpose,17100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720460,,0.1811,0.2362,1.1024,3.1496,3,EgiAs,Multi-Purpose,18200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720500,,0.1969,0.2362,0.9843,3.1496,3,EgiAs,Multi-Purpose,18200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720510,,0.2008,0.2362,1.0236,3.2283,3,EgiAs,Multi-Purpose,19300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720520,,0.2047,0.2362,1.0236,3.2283,3,EgiAs,Multi-Purpose,19300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720530,,0.2087,0.2362,1.063,3.2283,3,EgiAs,Multi-Purpose,19300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720540,,0.2126,0.2362,1.063,3.2283,3,EgiAs,Multi-Purpose,19300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720550,,0.2165,0.2362,1.1024,3.2283,3,EgiAs,Multi-Purpose,19300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720560,,0.2205,0.2362,1.1024,3.2283,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720570,,0.2244,0.2362,1.1417,3.2283,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720580,,0.2283,0.2362,1.1417,3.2283,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720590,,0.2323,0.2362,1.1811,3.2283,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720600,,0.2362,0.2362,1.1811,3.2283,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720610,,0.2402,0.315,1.2205,3.4646,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720620,,0.2441,0.315,1.2205,3.4646,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720630,,0.248,0.315,1.2598,3.4646,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720640,,0.252,0.315,1.2598,3.4646,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720650,,0.2559,0.315,1.2992,3.4646,3,EgiAs,Multi-Purpose,20300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720660,,0.2598,0.315,1.2992,3.4646,3,EgiAs,Multi-Purpose,21400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720670,,0.2638,0.315,1.3386,3.4646,3,EgiAs,Multi-Purpose,21400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720680,,0.2677,0.315,1.3386,3.4646,3,EgiAs,Multi-Purpose,21400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720690,,0.2717,0.315,1.378,3.4646,3,EgiAs,Multi-Purpose,21400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720700,,0.2756,0.315,1.378,3.4646,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720710,,0.2795,0.315,1.4173,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720720,,0.2835,0.315,1.4173,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720730,,0.2874,0.315,1.4567,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720738,,0.2906,0.315,1.4567,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720740,,0.2913,0.315,1.4567,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720750,,0.2953,0.315,1.4961,3.7008,3,EgiAs,Multi-Purpose,22700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720760,,0.2992,0.315,1.4961,3.7008,3,EgiAs,Multi-Purpose,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720770,,0.3031,0.315,1.5354,3.7008,3,EgiAs,Multi-Purpose,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720780,,0.3071,0.315,1.5354,3.7008,3,EgiAs,Multi-Purpose,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720790,,0.311,0.315,1.5748,3.7008,3,EgiAs,Multi-Purpose,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720800,,0.315,0.315,1.5748,3.7008,3,EgiAs,Multi-Purpose,24000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720810,,0.3189,0.3937,1.6142,3.9764,3,EgiAs,Multi-Purpose,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720820,,0.3228,0.3937,1.6142,3.9764,3,EgiAs,Multi-Purpose,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720830,,0.3268,0.3937,1.6535,3.9764,3,EgiAs,Multi-Purpose,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720840,,0.3307,0.3937,1.6535,3.9764,3,EgiAs,Multi-Purpose,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720850,,0.3346,0.3937,1.6929,3.9764,3,EgiAs,Multi-Purpose,26500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720860,,0.3386,0.3937,1.6929,3.9764,3,EgiAs,Multi-Purpose,27200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,Drill,ADO-TRS-3D,ADO-TRS-3D,8720870,,0.3425,0.3937,1.7323,3.9764,3,EgiAs,Multi-Purpose,27200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
